Country Name,"Country Code","Series Name","Series Code","Time","Time Code","Value"
Afghanistan,"AFG","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","2022","YR2022","0.0796301678593983"
Afghanistan,"AFG","Fixed broadband subscriptions (per 100 people)","IT.NET.BBND.P2","2023","YR2023","0.0800873028793967"
Afghanistan,"AFG","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","2022","YR2022","36.7432860701151"
Afghanistan,"AFG","Secure Internet servers (per 1 million people)","IT.NET.SECR.P6","2023","YR2023","43.758544404586"
Afghanistan,"AFG","Firms competing against unregistered firms (% of firms)","IC.FRM.CMPU.ZS","2022","YR2022","NA"
Afghanistan,"AFG","Firms competing against unregistered firms (% of firms)","IC.FRM.CMPU.ZS","2023","YR2023","NA"
Afghanistan,"AFG","Time required to obtain an operating license (days)","IC.FRM.DURS","2022","YR2022","NA"
Afghanistan,"AFG","Time required to obtain an operating license (days)","IC.FRM.DURS","2023","YR2023","NA"
Afghanistan,"AFG","Bribery incidence (% of firms experiencing at least one bribe payment request)","IC.FRM.BRIB.ZS","2022","YR2022","NA"
Afghanistan,"AFG","Bribery incidence (% of firms experiencing at least one bribe payment request)","IC.FRM.BRIB.ZS","2023","YR2023","NA"
Afghanistan,"AFG","New business density (new registrations per 1,000 people ages 15-64)","IC.BUS.NDNS.ZS","2022","YR2022","NA"
Afghanistan,"AFG","New business density (new registrations per 1,000 people ages 15-64)","IC.BUS.NDNS.ZS","2023","YR2023","NA"
Afghanistan,"AFG","Firms that are fully credit constrained (% of firms)","IC.FRM.CRDC.FL.ZS","2022","YR2022","NA"
Afghanistan,"AFG","Firms that are fully credit constrained (% of firms)","IC.FRM.CRDC.FL.ZS","2023","YR2023","NA"
Afghanistan,"AFG","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","2022","YR2022","NA"
Afghanistan,"AFG","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","2023","YR2023","NA"
Afghanistan,"AFG","Fuel exports (% of merchandise exports)","TX.VAL.FUEL.ZS.UN","2022","YR2022","NA"
Afghanistan,"AFG","Fuel exports (% of merchandise exports)","TX.VAL.FUEL.ZS.UN","2023","YR2023","NA"
Afghanistan,"AFG","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","2022","YR2022","NA"
Afghanistan,"AFG","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","2023","YR2023","NA"
Afghanistan,"AFG","Medium and high-tech exports (% manufactured exports)","TX.MNF.TECH.ZS.UN","2022","YR2022","0.340963989833073"
Afghanistan,"AFG","Medium and high-tech exports (% manufactured exports)","TX.MNF.TECH.ZS.UN","2023","YR2023","NA"
Afghanistan,"AFG","Travel services (% of commercial service exports)","TX.VAL.TRVL.ZS.WT","2022","YR2022","NA"
Afghanistan,"AFG","Travel services (% of commercial service exports)","TX.VAL.TRVL.ZS.WT","2023","YR2023","NA"
Afghanistan,"AFG","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","2022","YR2022","NA"
Afghanistan,"AFG","International tourism, receipts (% of total exports)","ST.INT.RCPT.XP.ZS","2023","YR2023","NA"
Afghanistan,"AFG","External debt stocks (% of GNI)","DT.DOD.DECT.GN.ZS","2022","YR2022","23.3368489761511"
Afghanistan,"AFG","External debt stocks (% of GNI)","DT.DOD.DECT.GN.ZS","2023","YR2023","19.8909368152618"
Afghanistan,"AFG","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","2022","YR2022","0.18280878027456"
Afghanistan,"AFG","Total debt service (% of GNI)","DT.TDS.DECT.GN.ZS","2023","YR2023","0.252807804690753"
Afghanistan,"AFG","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","2022","YR2022","NA"
Afghanistan,"AFG","Short-term debt (% of total reserves)","DT.DOD.DSTC.IR.ZS","2023","YR2023","NA"
Afghanistan,"AFG","Net ODA received (% of GNI)","DT.ODA.ODAT.GN.ZS","2022","YR2022","26.9249447726712"
Afghanistan,"AFG","Net ODA received (% of GNI)","DT.ODA.ODAT.GN.ZS","2023","YR2023","17.7569368063585"
Afghanistan,"AFG","Net ODA received (% of central government expense)","DT.ODA.ODAT.XP.ZS","2022","YR2022","NA"
Afghanistan,"AFG","Net ODA received (% of central government expense)","DT.ODA.ODAT.XP.ZS","2023","YR2023","NA"
Afghanistan,"AFG","Net ODA received (% of gross capital formation)","DT.ODA.ODAT.GI.ZS","2022","YR2022","161.706022331104"
Afghanistan,"AFG","Net ODA received (% of gross capital formation)","DT.ODA.ODAT.GI.ZS","2023","YR2023","116.672833699192"
Afghanistan,"AFG","Total reserves in months of imports","FI.RES.TOTL.MO","2022","YR2022","NA"
Afghanistan,"AFG","Total reserves in months of imports","FI.RES.TOTL.MO","2023","YR2023","NA"
Afghanistan,"AFG","Total reserves (% of total external debt)","FI.RES.TOTL.DT.ZS","2022","YR2022","NA"
Afghanistan,"AFG","Total reserves (% of total external debt)","FI.RES.TOTL.DT.ZS","2023","YR2023","NA"
Afghanistan,"AFG","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","2022","YR2022","-7.57666891152213"
Afghanistan,"AFG","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","2023","YR2023","0.10609280092082"
Afghanistan,"AFG","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","2022","YR2022","21.8454919236646"
Afghanistan,"AFG","General government final consumption expenditure (% of GDP)","NE.CON.GOVT.ZS","2023","YR2023","21.2145146604881"
Afghanistan,"AFG","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","2022","YR2022","33.7014323213923"
Afghanistan,"AFG","Agriculture, forestry, and fishing, value added (% of GDP)","NV.AGR.TOTL.ZS","2023","YR2023","34.7432471445174"
Afghanistan,"AFG","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","2022","YR2022","-19.456991010884"
Afghanistan,"AFG","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","2023","YR2023","-19.2855186503912"
Afghanistan,"AFG","Children out of school (% of primary school age)","SE.PRM.UNER.ZS","2022","YR2022","NA"
Afghanistan,"AFG","Children out of school (% of primary school age)","SE.PRM.UNER.ZS","2023","YR2023","NA"
Afghanistan,"AFG","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","2022","YR2022","NA"
Afghanistan,"AFG","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","2023","YR2023","NA"
Afghanistan,"AFG","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","2022","YR2022","NA"
Afghanistan,"AFG","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","2023","YR2023","NA"
Afghanistan,"AFG","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","2022","YR2022","NA"
Afghanistan,"AFG","Pupil-teacher ratio, primary","SE.PRM.ENRL.TC.ZS","2023","YR2023","NA"
Afghanistan,"AFG","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","2022","YR2022","71.58904"
Afghanistan,"AFG","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","2023","YR2023","NA"
Afghanistan,"AFG","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","2022","YR2022","54.75701944"
Afghanistan,"AFG","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","ER.H2O.FWST.ZS","2023","YR2023","NA"
Afghanistan,"AFG","Total natural resources rents (% of GDP)","NY.GDP.TOTL.RT.ZS","2022","YR2022","NA"
Afghanistan,"AFG","Total natural resources rents (% of GDP)","NY.GDP.TOTL.RT.ZS","2023","YR2023","NA"
Afghanistan,"AFG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","2022","YR2022","85.3"
Afghanistan,"AFG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","2023","YR2023","85.3"
Afghanistan,"AFG","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","2022","YR2022","13.7121023720065"
Afghanistan,"AFG","Inflation, consumer prices (annual %)","FP.CPI.TOTL.ZG","2023","YR2023","-4.64470870797775"
Afghanistan,"AFG","Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+)","FX.OWN.TOTL.ZS","2022","YR2022","NA"
Afghanistan,"AFG","Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+)","FX.OWN.TOTL.ZS","2023","YR2023","NA"
Afghanistan,"AFG","Average transaction cost of sending remittances to a specific country (%)","SI.RMT.COST.IB.ZS","2022","YR2022","10.1825"
Afghanistan,"AFG","Average transaction cost of sending remittances to a specific country (%)","SI.RMT.COST.IB.ZS","2023","YR2023","9.0243334"
Afghanistan,"AFG","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","2022","YR2022","NA"
Afghanistan,"AFG","Bank nonperforming loans to total gross loans (%)","FB.AST.NPER.ZS","2023","YR2023","NA"
Afghanistan,"AFG","Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)","SG.TIM.UWRK.FE","2022","YR2022","NA"
Afghanistan,"AFG","Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)","SG.TIM.UWRK.FE","2023","YR2023","NA"
Afghanistan,"AFG","Women who believe a husband is justified in beating his wife (any of five reasons) (%)","SG.VAW.REAS.ZS","2022","YR2022","NA"
Afghanistan,"AFG","Women who believe a husband is justified in beating his wife (any of five reasons) (%)","SG.VAW.REAS.ZS","2023","YR2023","NA"
Afghanistan,"AFG","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","2022","YR2022","NA"
Afghanistan,"AFG","Proportion of seats held by women in national parliaments (%)","SG.GEN.PARL.ZS","2023","YR2023","NA"
Afghanistan,"AFG","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","2022","YR2022","77.94615173"
Afghanistan,"AFG","Out-of-pocket expenditure (% of current health expenditure)","SH.XPD.OOPC.CH.ZS","2023","YR2023","77.1395874"
Afghanistan,"AFG","Mortality rate, under-5 (per 1,000 live births)","SH.DYN.MORT","2022","YR2022","56.8"
Afghanistan,"AFG","Mortality rate, under-5 (per 1,000 live births)","SH.DYN.MORT","2023","YR2023","54.9"
Afghanistan,"AFG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","2022","YR2022","28.9"
Afghanistan,"AFG","Prevalence of undernourishment (% of population)","SN.ITK.DEFC.ZS","2023","YR2023","28.1"
Afghanistan,"AFG","UHC service coverage index","SH_UHC_SCI","2022","YR2022","42"
Afghanistan,"AFG","UHC service coverage index","SH_UHC_SCI","2023","YR2023","42"
Afghanistan,"AFG","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","2022","YR2022","65.339"
Afghanistan,"AFG","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT","2023","YR2023","64.068"
Afghanistan,"AFG","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","2022","YR2022","551"
Afghanistan,"AFG","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","2023","YR2023","521"
Afghanistan,"AFG","Population ages 0-14 (% of total population)","SP.POP.0014.TO.ZS","2022","YR2022","43.5798414355935"
Afghanistan,"AFG","Population ages 0-14 (% of total population)","SP.POP.0014.TO.ZS","2023","YR2023","43.2262038611198"
Afghanistan,"AFG","Population ages 65 and above (% of total population)","SP.POP.65UP.TO.ZS","2022","YR2022","2.35514236704931"
Afghanistan,"AFG","Population ages 65 and above (% of total population)","SP.POP.65UP.TO.ZS","2023","YR2023","2.37753752819851"
Albania,"ALB","Multidimensional poverty headcount ratio (UNDP & OPHI) (% of population)","SI.POV.MPUN","2022","YR2022","NA"
Albania,"ALB","Multidimensional poverty headcount ratio (UNDP & OPHI) (% of population)","SI.POV.MPUN","2023","YR2023","NA"
Albania,"ALB","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2022","YR2022","19.7"
Albania,"ALB","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","2023","YR2023","NA"
Albania,"ALB","Poverty gap at $8.30 a day (2021 PPP) (%)","SI.POV.UMIC.GP","2022","YR2022","NA"
Albania,"ALB","Poverty gap at $8.30 a day (2021 PPP) (%)","SI.POV.UMIC.GP","2023","YR2023","NA"
Albania,"ALB","Proportion of population pushed into poverty (based on the societal poverty line) due to out-of-pocket health expenditure (%)","SH_UHC_FH40_PUSHED","2022","YR2022","NA"
Albania,"ALB","Proportion of population pushed into poverty (based on the societal poverty line) due to out-of-pocket health expenditure (%)","SH_UHC_FH40_PUSHED","2023","YR2023","NA"
Albania,"ALB","Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)","SE.LPV.PRIM","2022","YR2022","NA"
Albania,"ALB","Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)","SE.LPV.PRIM","2023","YR2023","NA"
Albania,"ALB","Political Stability - Governance score (0-100)","GOV_WGI_PV_SC","2022","YR2022","66.0915577"
Albania,"ALB","Political Stability - Governance score (0-100)","GOV_WGI_PV_SC","2023","YR2023","66.3155692"
Albania,"ALB","Government Effectiveness - Governance score (0-100)","GOV_WGI_GE_SC","2022","YR2022","55.0925288"
Albania,"ALB","Government Effectiveness - Governance score (0-100)","GOV_WGI_GE_SC","2023","YR2023","57.0459179"
Albania,"ALB","Rule of Law - Governance score (0-100)","GOV_WGI_RL_SC","2022","YR2022","54.7107003"
Albania,"ALB","Rule of Law - Governance score (0-100)","GOV_WGI_RL_SC","2023","YR2023","54.3312817"
Albania,"ALB","CPIA social protection rating (1=low to 6=high)","IQ.CPA.PROT.XQ","2022","YR2022","NA"
Albania,"ALB","CPIA social protection rating (1=low to 6=high)","IQ.CPA.PROT.XQ","2023","YR2023","NA"
Albania,"ALB","CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","IQ.CPA.SOCI.XQ","2022","YR2022","NA"
Albania,"ALB","CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","IQ.CPA.SOCI.XQ","2023","YR2023","NA"
Albania,"ALB","Control of Corruption - Governance score (0-100)","GOV_WGI_CC_SC","2022","YR2022","37.7248301"
Albania,"ALB","Control of Corruption - Governance score (0-100)","GOV_WGI_CC_SC","2023","YR2023","38.4618567"
Albania,"ALB","CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","IQ.CPA.TRAN.XQ","2022","YR2022","NA"
Albania,"ALB","CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)","IQ.CPA.TRAN.XQ","2023","YR2023","NA"
Albania,"ALB","Net migration","SM.POP.NETM","2022","YR2022","-16426"
Albania,"ALB","Net migration","SM.POP.NETM","2023","YR2023","-25357"
Albania,"ALB","International migrant stock (% of population)","SM.POP.TOTL.ZS","2022","YR2022","NA"
Albania,"ALB","International migrant stock (% of population)","SM.POP.TOTL.ZS","2023","YR2023","NA"
Albania,"ALB","Refugees under the mandate of the UNHCR by country or territory of origin","SM.POP.RHCR.EO","2022","YR2022","20865"
Albania,"ALB","Refugees under the mandate of the UNHCR by country or territory of origin","SM.POP.RHCR.EO","2023","YR2023","21919"
Albania,"ALB","Forcibly displaced people","SM.POP.FDIP","2022","YR2022","2681"
Albania,"ALB","Forcibly displaced people","SM.POP.FDIP","2023","YR2023","5087"
Albania,"ALB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","2022","YR2022","58.5241429999966"
Albania,"ALB","Central government debt, total (% of GDP)","GC.DOD.TOTL.GD.ZS","2023","YR2023","53.0292543715132"
Albania,"ALB","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","2022","YR2022","18.0607759287802"
Albania,"ALB","Tax revenue (% of GDP)","GC.TAX.TOTL.GD.ZS","2023","YR2023","17.8021587949933"
Albania,"ALB","Social contributions (% of revenue)","GC.REV.SOCL.ZS","2022","YR2022","22.2809084174849"
Albania,"ALB","Social contributions (% of revenue)","GC.REV.SOCL.ZS","2023","YR2023","21.2130107926629"
Albania,"ALB","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","2022","YR2022","58.9109455515773"
Albania,"ALB","Subsidies and other transfers (% of expense)","GC.XPN.TRFT.ZS","2023","YR2023","58.8248535306353"
Albania,"ALB","Interest payments (% of revenue)","GC.XPN.INTP.RV.ZS","2022","YR2022","7.31408380022955"
Albania,"ALB","Interest payments (% of revenue)","GC.XPN.INTP.RV.ZS","2023","YR2023","7.04504143403456"
Albania,"ALB","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","2022","YR2022","1.6975478920699"
Albania,"ALB","Intentional homicides (per 100,000 people)","VC.IHR.PSRC.P5","2023","YR2023","1.38708340817063"
Albania,"ALB","Battle-related deaths (number of people)","VC.BTL.DETH","2022","YR2022","NA"
